X,Y,OBJECTID,BUSLIC_ID,BUSLIC_LOCATION_ID,DEA_FACILITY_OWNER,DEA_FACILITY_NAME,DEA_BUSINESS_CONTACT,DEA_BUSINESS_PHONE,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,OP_WEB,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,OUTOFSERV,VACANT,STATUS,DATETIME,SIGNID
-122.33699634066771,47.606685848084602,509,574582,625118,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A243,JONATHAN DIAMOND,2062843100           ,"1221 2ND AV, SEATTLE, WA   98101",75,,,,,GARAGE,,,,,,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A243,,N,DIAMOND,0,,,,,
-122.334574598838316,47.599895521237613,510,534755,593908,DIAMOND PARKING SERVICES LLC,DIAMOND A039,JONATHAN DIAMOND,2062843100           ,"305 1ST AV S, SEATTLE, WA   98104",22,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A039,,N,DIAMOND,0,,,,,
-122.332035796648398,47.593213943836886,511,449212,533688,FIRST & GOAL INC,STADIUM/EXHIBITION CENTER GARAGE,PAUL ALLEN,2065551212           ,"1000 OCCIDENTAL AV S, SEATTLE, WA   98104",2050,Stadium Exhibition Center Garage,,,,GARAGE,,,,7,26,International Parking Management,206-254-0811,,http://www.ipmseattle.com/locations/lot.asp?id=463,,N,STADIUM/EXHIBITION CENTER GARAGE,0,,,,,
-122.3330640382935,47.597643311690625,512,0,2000026,,STADIUM PLACE,,,,75,STADIUM PLACE,6am - 10pm / 12am Fri,8am - 12am,8am - 10pm,GARAGE,3,6,9,,,International Parking Management,(206)254-0811,,http://www.ipmseattle.com/locations/lot.asp?id=492,,N,STADIUM PLACE,17,N,51,41,2017-10-01T16:51:56.000Z,G15
-122.334723404153735,47.58995010872318,513,509363,576428,INTERNATIONAL PARKING MGMT,IPM - HOMEPLATE,JOAN SUNDBERG,2062540811           ,"1501 1ST AV S, SEATTLE, WA   98134",299,Home Plate,,,,GARAGE,,,,,,International Parking Management,,,http://www.ipmseattle.com/locations/lot.asp?id=485,,N,IPM - HOMEPLATE,0,,,,,
-122.327285839075671,47.59948389870658,514,462133,543204,INTERNATIONAL PARKING MGMT,I P M #23,JOAN SUNDBERG,2069327809           ,"500 S JACKSON ST, SEATTLE, WA   98104",100,Lot 23,Self park location,Self park location,Self park location,SURFACE LOT,6,8,12,18,,International Parking Management,(206)254-0811,,http://www.ipmseattle.com/locations/lot.asp?id=448,,N,AMAZON PHASE 1A #81865,0,,,,,
-122.328444229354659,47.600293638463306,515,462135,543206,INTERNATIONAL PARKING MGMT,I P M #08,JOAN SUNDBERG,2069327809           ,"412 S MAIN ST, SEATTLE, WA   98104",52,Lot 8,Self park location,Self park location,Self park location,SURFACE LOT,6,6,9,12,,International Parking Management,(206)254-0811,,http://www.ipmseattle.com/locations/lot.asp?id=447,,N,Genesis #81968,0,,,,,
-122.326874071594517,47.596984371205934,516,462136,543207,INTERNATIONAL PARKING MGMT,I P M #UV,JOAN SUNDBERG,2069327809           ,"600 5TH AV S, SEATTLE, WA   98104",365,Uwajimaya Village,7am-10pm,6am-11pm,7am-11pm,SURFACE LOT,7.5,15,,,,International Parking Management,,,http://www.ipmseattle.com/locations/lot.asp?id=462,,N,IPM,0,,,,,
-122.337481288601069,47.614870273622948,517,517728,582530,INTERNATIONAL PARKING MGMT,IPM PARKING #        - METROPOLITAN TOWER,JOAN SUNDBERG,2062540811           ,"1942 WESTLAKE AV, SEATTLE, WA   98101",373,Metropolitan Tower Garage,,,,GARAGE,8,9,9,18,24,International Parking Management,(206) 254-0811,,http://www.ipmseattle.com/locations/lot.asp?id=451,,N,,0,,,,,
-122.334776049441729,47.598065227119584,518,0,2000022,International Parking Management Seattle,I P M #28,, ,"505 1ST AVE S, SEATTLE, WA 98104",440,Lot 28,Self park location,Self park location,Self park location,GARAGE,5,12,14,,,International Parking Management,(206)254-0811,,http://www.ipmseattle.com/locations/lot.asp?id=501,,N,IPM,,,,,,
-122.340131749783964,47.609455995617196,519,579281,560186,INTERNATIONAL PARKING MGMT,IPM #01,JOAN SUNDBERG,2062540811           ,"1516 1ST AV, SEATTLE, WA   98101",90,1st & Pike (#01),Self park location,Self park location,Self park location,SURFACE LOT,7,9,11,21,1,International Parking Management,(206)254-0811,,http://www.ipmseattle.com/locations/lot.asp?id=450,,N,ANALYTICAL RESOURCES #81879,0,,,,,
-122.353911775125724,47.618783811662901,520,587466,634485,INTERNATIONAL PARKING MGMT,IPM PARKING #26,JOAN SUNDBERG,2062540811           ,"150 DENNY WY, SEATTLE, WA   98109",143,Church Garage,Self park location,Self park location,Self park location,GARAGE,,5,,10,5,International Parking Management,(206) 254-0811,,http://www.ipmseattle.com/locations/,,N,CINERAMA #81097,0,,,,,
-122.319295283123267,47.614212246831507,521,577820,627197,INTERNATIONAL PARKING MGMT,I P M #22,JOAN SUNDBERG,2062540811           ,"1010 E PIKE ST, SEATTLE, WA   98122",26,Lot 22,,,,SURFACE LOT,5,5,7,13,,International Parking Management,(206) 254-0811,,http://www.ipmseattle.com/locations/lot.asp?id=455,,N,,0,,,,,
-122.33523202856334,47.61398707815458,522,470595,549410,IMPERIAL PARKING US INC,IMPARK #10,EDWARD DANYLUK,2063811789           ,"1700 7TH AV, SEATTLE, WA   98101",591,,6:00am - 10:00pm,8:00am - 10:00pm,9:00am - 10:00pm,GARAGE,8,8,,30,10,IMPARK,,,"https://lots.impark.com/imp?_ga=1.69261712.147180094.1470262460#details=25,10",,N,IMPARK,0,,,,,
-122.339033530624064,47.612294863958887,523,445065,530468,IMPERIAL PARKING US INC,IMPARK #1,EDWARD DANYLUK,2063811789           ,"1922 3RD AVE, SEATTLE, WA   98101",328,Securities Building Lower Lot - Lot #1,6:30am - 11:00pm,8:00am - 1:00am,9:00am - 8:00am,GARAGE,6,8,10,25,,IMPARK,,,"https://lots.impark.com/imp?_ga=1.69261712.147180094.1470262460#details=25,1",,N,IMPARK,0,,,,,
-122.328724082712,47.604390248652699,524,560695,614874,IMPERIAL PARKING US INC,IMPARK #66,EDWARD DANYLUK,2063811789           ,"609 6TH AV, SEATTLE, WA   98104",674,Seapark Parking Garage #679,6am-10pm,CLOSED,CLOSED,GARAGE,9,11,,28,14,IMPARK,,,"https://lots.impark.com/imp?_ga=1.69261712.147180094.1470262460#details=25,66",,N,IMPARK,0,,,,,
-122.336195359664103,47.613396528562909,525,548231,605780,IMPERIAL PARKING US INC,IMPARK #58,EDWARD DANYLUK,2063811789           ,"600 OLIVE WY, SEATTLE, WA   98101",233,600 Olive Way Garage - Lot #58,6:00am - 12:00am,8:00am - 12:00am,9:00am - 12:00am,GARAGE,6,12,18,24,,IMPARK,,,"https://lots.impark.com/imp?_ga=1.69261712.147180094.1470262460#details=25,58",,N,IMPARK,0,,,,,
-122.343884465174398,47.617999156724117,526,493720,565731,IMPERIAL PARKING US INC,IMPARK #34,EDWARD DANYLUK,2063811789           ,"601 WALL ST, SEATTLE, WA   98121",17,,24 hours,24 hours,24 hours,SURFACE LOT,2,2,,17,1,IMPARK,,,http://www2.impark.com/Pages/default.aspx?lang=en&region=seattle,,N,IMPARK,0,,,,,
-122.341461468135364,47.617054756783041,527,560700,614875,IMPERIAL PARKING US INC,IMPARK #68,EDWARD DANYLUK,2063811789           ,"2229 7TH AV, SEATTLE, WA 98121",18,Fastenal Lot - Lot #68,24 hours,24 hours,24 hours,SURFACE LOT,5,5,,17,,IMPARK,,,"https://lots.impark.com/imp?_ga=1.69261712.147180094.1470262460#details=25,68",,N,IMPARK,0,,,,,
-122.344597212649887,47.620556361463798,528,531566,593008,IMPERIAL PARKING US INC,IMPARK #20,EDWARD DANYLUK,2063811789           ,"220 6TH AV N, SEATTLE, WA   98109",28,6th Avenue North & Thomas - Lot #20,,,,SURFACE LOT,4,4,,,1,IMPARK,,,"https://lots.impark.com/imp?_ga=1.99359390.147180094.1470262460#details=25,20",,N,IMPARK,0,,,,,
-122.342505165174046,47.616048966686726,529,469209,548441,IMPERIAL PARKING US INC,IMPARK #14,EDWARD DANYLUK,2063811789           ,"2230 5TH AV, SEATTLE, WA   98121",71,5th & Bell - Lot #14,24 hours,24 hours,24 hours,,5,5,,17,,IMPARK,,,"https://lots.impark.com/imp?_ga=1.69261712.147180094.1470262460#details=25,14",,N,IMPARK,0,,,,,
-122.334368361332025,47.60196537424725,530,534753,593906,DIAMOND PARKING SERVICES LLC,DIAMOND A035,JONATHAN DIAMOND,2062843100           ,"615 1ST AV, SEATTLE, WA   98104",34,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A035,,N,DIAMOND,0,,,,,
-122.345431566243604,47.611917276795801,531,588414,635152,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A003,JONATHAN DIAMOND,2062846303           ,"2134 WESTERN AV, SEATTLE, WA   98121",69,,,,,SURFACE LOT,,,,,42,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A003,,N,DIAMOND,0,,,,,
-122.322978418947571,47.597333398437819,532,19952,17660,INTL DISTRICT MERCHANTS PARKING ASSN,INTL DIST MERCHANTS #32,MICHAEL OLSON,2066243426           ,"751 S WELLER ST, SEATTLE, WA   98104",13,Merchants Parking #32,,,,SURFACE LOT,,,,,,Merchants Parking/Transia,,,,,N,MERCHANTS PARKING ASSOC,0,,,,,
-122.340710476914992,47.620098148366544,533,535665,596087,DIAMOND PARKING SERVICES LLC,DIAMOND #A879,JONATHAN DIAMOND,2062843100           ,"220 8TH AV N, SEATTLE, WA   98109",12,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A879,,N,DIAMOND,0,,,,,
-122.335696591056092,47.618961681454152,534,651386,679471,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A448,JONATHAN DIAMOND,2062843100           ,"122 BOREN AVE N, SEATTLE, WA 98109",35,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A448,,N,,,,,,,
-122.316289671399701,47.65970289312564,535,588668,635362,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU46,JONATHAN DIAMOND,2062843100           ,"4244 11TH AV NE, SEATTLE, WA   98105",17,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU46,,N,DIAMOND,0,,,,,
-122.332078724012092,47.62235051849585,536,595168,640019,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A273,JONATHAN DIAMOND,2062843100           ,"411 PONTIUS AV N, SEATTLE, WA 98109",10,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A273,,N,DIAMOND,0,,,,,
-122.347695313686245,47.612176450586574,537,585887,633195,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A977,JONATHAN DIAMOND,2062843100           ,"55 BELL ST, SEATTLE, WA   98121",23,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A977,,N,DIAMOND,0,,,,,
-122.331739987571538,47.601977830450771,538,574578,625114,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A164,JONATHAN DIAMOND,2062843100           ,"500 2ND AV W, SEATTLE, WA   98119",28,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A164,,N,DIAMOND,0,,,,,
-122.328766267667973,47.602114085903033,539,534465,593923,DIAMOND PARKING SERVICES LLC,DIAMOND  #A260,JONATHAN DIAMOND,2062843100           ,"400 4TH AV, SEATTLE, WA   98104",68,,,,,SURFACE LOT,,,,,2,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A260,,N,DIAMOND,0,,,,,
-122.312909905404098,47.656979964876747,540,535675,596093,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU13,JONATHAN DIAMOND,2062843100           ,"4100 UNIVERSITY WY NE, SEATTLE, WA   98105",15,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU13,,N,DIAMOND,0,,,,,
-122.337510646830324,47.606604438323117,541,574594,625134,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A813,JONATHAN DIAMOND,2062843100           ,"1206 1ST AV, SEATTLE, WA   98101",28,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A813,,N,DIAMOND,0,,,,,
-122.33688807962568,47.714248259736721,542,170661,153042,UW MEDICINE NORTHWEST,NORTHWEST HOSPITAL,GERALD BASS,2063683006           ,"1550 N 115TH ST, SEATTLE, WA   98133",693,Northwest Hospital,24 Hours,24 Hours,24 Hours,SURFACE LOT,3,5,7,7,,Northwest Hospital,,,http://nwhospital.org/patient-information/parking-at-northwest-hospital-medical-center/,,N,NORTHWEST HOSPITAL,0,,,,,
-122.345932702292188,47.625158842507474,543,534486,593932,DIAMOND PARKING SERVICES LLC,DIAMOND  #A288,JONATHAN DIAMOND,2062843100           ,"557 ROY ST, SEATTLE, WA   98109",32,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,
-122.333233761293613,47.614569717464754,544,588826,635468,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A302,JONATHAN DIAMOND,2062846300           ,"800 OLIVE WY, SEATTLE, WA   98101",7,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A302,,N,DIAMOND,0,,,,,
-122.322032922745748,47.708327897780329,545,671309,693814,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WX06,JONATHAN DIAMOND,2062843100           ,"525 NE NORTHGATE WAY, SEATTLE, WA 98125-6106",32,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WX06,,N,,,,,,,
-122.341868094148467,47.608278102040657,546,534472,593926,DIAMOND PARKING SERVICES LLC,DIAMOND  #A172,JONATHAN DIAMOND,2062843100           ,"1524 ALASKAN WY, SEATTLE, WA   98101",60,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A172,,N,DIAMOND,0,,,,,
-122.340710476914992,47.620098148366544,547,525335,588180,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A-872,JONATHAN DIAMOND,2062846303           ,"200 8TH AV N, SEATTLE, WA   98109",42,,,,,SURFACE LOT,,,,,2,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A872,,N,DIAMOND,0,,,,,
-122.333706699638512,47.594258161233689,548,534751,593898,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING A028,JONATHAN DIAMOND,2062843100           ,"922 1ST AV S, SEATTLE, WA   98104",46,,,,,SURFACE LOT,,,,,2,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A028,,N,DIAMOND,0,,,,,
-122.293960612526746,47.562601716706908,549,595795,640451,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A321,JONATHAN DIAMOND,2062843100           ,"4520 M L KING JR WY S, SEATTLE, WA 98108",20,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A321,,N,DIAMOND,0,,,,,
-122.332379895843744,47.615911890435079,550,519896,584186,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A870,JONATHAN DIAMOND,2069929475           ,"1800 TERRY AV, SEATTLE, WA   98101",17,,,,,SURFACE LOT,,,,,2,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A870,,N,DIAMOND,0,,,,,
-122.352249123126882,47.671226501050491,551,480130,556118,WOODLAND PARK ZOOLOGICAL SOCIETY,WOODLAND PARK ZOO LOT #4,WOODLAND PARK ZOO SOCIETY,2062332503           ,"501 N 59TH ST, SEATTLE, WA   98103",195,Bear Lot,9:30am - 4:00pm,9:30am - 4:00pm,9:30am - 4:00pm,SURFACE LOT,,,,6,,,,,http://www.zoo.org/parking#.WC85Nsm0d3x,,N,WOODLAND PARK ZOO LOT,,,,,,
-122.312410850787145,47.659257916886148,552,611676,651564,UNIVERSITY BOOK STORE,UNIVERSITY BOOK STORE PARKING,TODD MALAN,2066343400           ,"4315 15TH AV NE, SEATTLE, WA 98105",95,,U District Book Store,,,,5,10,15,20,,,,,http://www.bookstore.washington.edu/_services/services.taf?responsive=true#parking,,Y,,0,,,,,
-122.350623201295306,47.665452252236534,553,480127,556115,WOODLAND PARK ZOOLOGICAL SOCIETY,WOODLAND PARK ZOO LOT #1,WOODLAND PARK ZOO SOCIETY,2062332503           ,"600 N 50TH ST, SEATTLE, WA   98103",276,Hippo Lot,9:30am - 4:00pm,9:30am - 4:00pm,9:30am - 4:00pm,SURFACE LOT,,,,6,,,,,http://www.zoo.org/parking#.WC85Nsm0d3x,,N,WOODLAND PARK ZOO LOT,0,,,,,
-122.382591523221862,47.630636594533584,554,575986,625644,REPUBLIC PARKING N W INC,REPUBLIC PARKING #84  -  PIER 91,GARY BECK,2067834144           ,"2001 W GARFIELD ST, SEATTLE, WA   98119",1100,Smith Cove Cruise,Open Cruise Days Only,Open Cruise Days Only,Open Cruise Days Only,SURFACE LOT,7,12,12,27,,,,,,http://www.rpnw.com/lot/seattle/30-084,N,REPUBLIC - PIER 91,0,,,,,
-122.354017366186014,47.665396319084152,555,480128,556116,WOODLAND PARK ZOOLOGICAL SOCIETY,WOODLAND PARK ZOO LOT #2,WOODLAND PARK ZOO SOCIETY,2062332503           ,"5000 PHINNEY AV N, SEATTLE, WA   98103",140,Flamingo Lot,9:30am - 4:00pm,9:30am - 4:00pm,9:30am - 4:00pm,SURFACE LOT,,,,6,,,,,http://www.zoo.org/parking#.WC85Nsm0d3x,,N,WOODLAND PARK ZOO LOT,0,,,,,
-122.353688077582731,47.66853222667239,556,480129,556117,WOODLAND PARK ZOOLOGICAL SOCIETY,WOODLAND PARK ZOO LOT #3,WOODLAND PARK ZOO SOCIETY,2062332503           ,"5500 PHINNEY AV N, SEATTLE, WA   98103",61,Penguin Lot,9:30am - 4:00pm,9:30am - 4:00pm,9:30am - 4:00pm,SURFACE LOT,,,,6,,,,,http://www.zoo.org/parking#.WC85Nsm0d3x,,N,WOODLAND PARK ZOO LOT,0,,,,,
-122.386267242564529,47.669079310736151,557,479803,76131,REPUBLIC PARKING N W INC,REPUBLIC PARKING #190,GARY BECK,2067284457           ,"2232 NW MARKET ST, SEATTLE, WA   98107",35,Ballard Square,24 hours,24 hours,24 hours,GARAGE,2,3,6,,,,,,http://www.rpnw.com/lot/seattle/30-190,,N,REPUBLIC,0,,,,,
-122.39442014933924,47.666786956699262,558,580619,629202,REPUBLIC PARKING N W INC,REPUBLIC PARKING #30-241  JACOBSON TERMINAL,GARY BECK,2067834144           ,"5350 30TH AV NW, SEATTLE, WA   98107",44,Jacobson Terminals Lot,24 hours,24 hours,24 hours,SURFACE LOT,2,3.5,8,,,,,,http://www.rpnw.com/lot/seattle/30-241,,N,REPUBLIC - JACOBSON TERMINAL,0,,,,,
-122.314538821131492,47.662274426967905,559,57584,52871,UNIVERSITY DISTRICT PARKING ASSOCS  INC,U-DISTRICT PARKING LOT #2,,2065277006           ,"4519 BROOKLYN AV NE, SEATTLE, WA   98105",162,,,,,,,,,,,,,,,,N,U-DISTRICT PARKING LOT,0,,,,,
-122.330781666916806,47.606811914176646,560,130382,117276,MADISON HOTEL LLC,RENAISSANCE MADISON HOTEL,DORIS MILLER,2065830300           ,"515 MADISON ST, SEATTLE, WA   98104",196,Renaissance Madison Hotel,,,,GARAGE,,,,,,,,,,,N,RENAISSANCE MADISON HOTEL,0,,,,,
-122.339190065235897,47.607415313294602,561,564396,617332,SHG HOTEL SPE LLC,FOUR SEASONS HOTEL,SHG PROJECT SPE LLC,2062391800           ,"99 UNION ST, SEATTLE, WA   98101",157,Four Seasons,,,,GARAGE,,,,,,Four Seasons,,,,,N,FOUR SEASONS GARAGE,0,,,,,
-122.335191860613818,47.598667606639971,562,588688,635378,INTERNATIONAL PARKING MGMT,IPM #25 - MERRILL PLACE,JOAN SUNDBERG,2062540811           ,"76 S KING ST, SEATTLE, WA   98104",116,,,,,,,,,,,,,,,,N,IPM - MERRILL PLACE,0,,,,,
-122.291290012029023,47.661344483236668,563,574713,625172,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU83,JONATHAN DIAMOND,2062843100           ,"3216 NE 45TH ST, SEATTLE, WA   98105",50,Lakeview Medical Building,,,,,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU83,,N,DIAMOND,0,,,,,
-122.346242768572608,47.617063694999494,564,653855,681392,UNITED PARKING SERVICES LLC,UNITED PARKING #4598,JONATHAN DIAMOND,2062843100           ,"400 WALL ST, SEATTLE, WA 98121",10,,,,,,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=4598,,N,,,,,,,
-122.34935563297114,47.617048689835173,565,574584,625120,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A254,JONATHAN DIAMOND,2062843100           ,"2701 3RD AV, SEATTLE, WA   98121",28,,,,,,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A254,,N,DIAMOND,0,,,,,
-122.347561393799097,47.615950243847315,566,594235,639317,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A308,JONATHAN DIAMOND,2062843100           ,"2505 3RD AV, SEATTLE, WA   98121",14,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A308,,N,DIAMOND,0,,,,,
-122.347036806278609,47.615703258136179,567,588430,635168,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A801,JONATHAN DIAMOND,2062846303           ,"2413 3RD AV, SEATTLE, WA   98121",56,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A801,,N,DIAMOND,0,,,,,
-122.336643816319992,47.605812923727449,568,630113,664625,SP PLUS CORPORATION,1ST & SPRING GARAGE - #81395,BILL BEATTIE,2063818552           ,"1100 1ST AVE, SEATTLE, WA 98101",161,,,,,GARAGE,,,,,,,(206) 521-2707,,,,N,,,,,,,
-122.333892137621831,47.603309803038556,569,579800,628567,IMPERIAL PARKING US INC,IMPARK - MILENNIUM BUILDING,EDWARD DANYLUK,2063811789           ,"719 2ND AV, SEATTLE, WA   98104",204,,6am-8pm,CLOSED,CLOSED,GARAGE,9,13,16,25,,,,,"https://lots.impark.com/imp?_ga=1.69261712.147180094.1470262460#details=25,80",,N,IMPARK - MILENNIUM BUILDING,0,,,,,
-122.334273146528844,47.605046168788832,570,644448,673882,ACE PARKING MANAGEMENT INC,ACE PARKING #3264 - WELLS FARGO GARAGE,BRYAN COLLINS,6192336624           ,"999 3RD AVE, SEATTLE, WA 98104",676,,24 Hours,24 Hours,24 Hours,,,,,,,,(206) 652-5515,,http://www.aceparking.com/find-parking/,,N,,,,,,,
-122.33225203712432,47.604108778366438,571,662643,687301,REPUBLIC PARKING N W INC,REPUBLIC PARKING #30-79,GARY BECK,2067834144           ,"720 3RD AVE, SEATTLE, WA 98104",216,,,,,GARAGE,10.99,13.43,19.52,30.51,,,,,http://www.rpnw.com/lot/seattle/30-079,,N,,,,,,,
-122.333194315768992,47.605490976847456,572,588661,635357,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A966,JONATHAN DIAMOND,2062843100           ,"925 4TH AV, SEATTLE, WA   98104",500,IDX Building,6:30am-7pm,7am-5pm,closed,GARAGE,13,20,,31,9,AMPCO,(425) 462-7515,,http://www.diamondparking.com/find-parking-locations/details/?code=A966,,N,DIAMOND,0,,,,,
-122.337594875693668,47.605711528903271,573,594968,639862,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A992,JONATHAN DIAMOND,2062813100           ,"1122 POST AL, SEATTLE, WA 98104",7,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A992,,N,DIAMOND,0,,,,,
-122.342115304764889,47.617037129117151,574,629055,663917,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A407,JONATHAN DIAMOND,2062843100           ,"2300 6TH AVE, SEATTLE, WA 98121",28,,,,,,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A407,,N,,,,,,,
-122.330638421155768,47.601225813831498,575,404666,503419,BUTLER PARKING CORP,FRYE PARKING GARAGE,GEORGE HAMILTON,2066224367           ,"117 3RD AV S, SEATTLE, WA   98104",34,Frye Parking Garage,,,,GARAGE,,,,,,Butler Parking,(206)622-4367,,,,N,FRYE PARKING GARAGE,0,,,,,
-122.33179371515287,47.598124370787389,576,453385,536943,FIRST & GOAL INC,SEAHAWKS STADIUM PARKING - NORTH LOT,PAUL ALLEN,2063817555           ,"201 S KING ST, SEATTLE, WA   98104",1165,,,,,,,,,,,,,,http://www.seahawks.com/gameday/getting-to-centurylink-field,,N,QWEST FIELD PARKING - NORTH LOT,0,,,,,
-122.330720460398638,47.6045350673595,577,669332,692443,SP PLUS CORPORATION,COLUMBIA CENTER GARAGE,BILL BEATTIE,2063818552           ,"701 5TH AVE, SEATTLE, WA 98104",703,,5:30am - 9:30pm,9:00am - 9:30pm,Closed,GARAGE,,23,25,34,,,,,http://seattleparking.spplus.com/701-Fifth-Ave-Parking.html,,N,,,,,,,
-122.319736576816126,47.604562146098829,578,655333,682462,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A459,JONATHAN DIAMOND,2062843100           ,"303 10TH AVE, SEATTLE, WA 98122",15,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A459,,N,,,,,,,
-122.318201101184627,47.598991284990042,579,689716,692216,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A622,JONATHAN DIAMOND,2062843100           ,"1029 S JACKSON ST, SEATTLE, WA 98001",24,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A622,,N,,,,,,,
-122.332480333627288,47.60122869663455,580,633817,667143,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A402,JONATHAN DIAMOND,2062843100           ,"112 OCCIDENTAL AVE S, SEATTLE, WA 98104",56,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A402,,N,,,,,,,
-122.330523320574216,47.601047383685994,581,652008,679934,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A442,JONATHAN DIAMOND,2062843100           ,"224 S WASHINGTON ST, SEATTLE, WA 98104",9,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A442,,N,,,,,,,
-122.328492443183436,47.597827212435746,582,424204,517528,INTERNATIONAL PARKING MGMT,UNION STATION PARKING GARAGE NORTH,JOAN SUNDBERG,2069327809           ,"550 4TH AV S, SEATTLE, WA   98104",477,,,,,GARAGE,7,9,11,21,,,,,http://www.ipmseattle.com/locations/lot.asp?id=453,,N,UNION STATION PARKING GARAGE NORTH,0,,,,,
